,cubeid,cubeidpub,cubename,catid,pa_stelkin,pa_stelkin_err,sigma_re,sigma_re_err,sigma_3kpc_round,sigma_3kpc_round_err,sigma_1_4_arcsecond,sigma_1_4_arcsecond_err,sigma_2_arcsecond,sigma_2_arcsecond_err,sigma_3_arcsecond,sigma_3_arcsecond_err,sigma_4_arcsecond,sigma_4_arcsecond_err,aper_corr_flag,rmax_aper_corr,lambdar_re,lambdar_re_err,lambdar_max,lambdar_max_err,vsigma_re,vsigma_re_err,vsigma_max,vsigma_max_err,mean_k51_re,mean_k51_re_err,sigma_re_mge,sigma_re_mge_err,aper_corr_flag_mge,rmax_aper_corr_mge,lambdar_re_mge,lambdar_re_mge_err,lambdar_max_mge,lambdar_max_mge_err,vsigma_re_mge,vsigma_re_mge_err,vsigma_max_mge,vsigma_max_mge_err,mean_k51_re_mge,mean_k51_re_mge_err
1652,419335_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02,419335_A,419335_blue_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02.fits,419335,88.5,1.9166666,137.15353,1.9915233,132.53308,1.4241662,137.32724,2.8475454,135.11191,1.8627754,132.4976,1.5014704,132.60814,1.3691615,0.0,1.0,0.35382456,0.014112155,nan,nan,0.39188352,0.017058542,nan,nan,nan,nan,133.94688,1.6816189,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1653,419345_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02,419345_A,419345_blue_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02.fits,419345,345.0,0.8333333,117.401634,0.81493634,110.534424,0.8553165,107.7313,1.5988426,109.35526,1.2826098,109.332115,1.0254595,110.534424,0.8357364,0.0,1.0,0.43192217,0.0055325977,nan,nan,0.5174524,0.007112795,nan,nan,0.023353023,0.0051170224,113.05184,0.8978758,0.0,1.0,0.37895623,0.005860539,nan,nan,0.441696,0.0069009284,nan,nan,0.023353023,0.0051170224
1654,419549_blue_red_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22,419549_A,419549_blue_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22.fits,419549,321.5,1.5,103.52553,2.8112478,91.81579,2.8111756,92.55095,3.6538804,91.81579,3.1459477,90.546555,2.5643663,91.64511,2.273424,0.0,1.0,0.59672415,0.0155544,nan,nan,0.83989835,0.030222103,nan,nan,0.045424536,0.0103846835,97.94046,2.2784805,0.0,1.0,0.57148105,0.016585408,nan,nan,0.7859635,0.029736686,nan,nan,0.045424536,0.0103846835
1655,419632_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17,419632_A,419632_blue_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17.fits,419632,341.0,26.833334,42.654545,5.687271,40.62964,6.114877,nan,nan,55.035103,8.8808155,57.21682,7.2038713,52.623013,6.173476,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.742798,6.038493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1656,422286_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13,422286_A,422286_blue_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13.fits,422286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1657,422289_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13,422289_A,422289_blue_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13.fits,422289,125.5,29.83333,74.26487,1.9339564,73.55748,2.330012,67.07281,3.3651206,66.729095,2.66909,69.39861,2.0623584,72.07914,2.0688496,0.0,1.0,0.07205709,0.025993163,nan,nan,0.09099068,0.02486757,nan,nan,0.5015391,0.23572122,71.96593,2.474864,0.0,1.0,0.080600336,0.02288985,nan,nan,0.09657577,0.022044435,nan,nan,0.5015391,0.23572122
1658,422291_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13,422291_A,422291_blue_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13.fits,422291,141.0,14.75,nan,nan,232.21962,1.3745873,249.04951,2.4921234,235.05606,1.4786747,232.21962,1.4923134,232.45905,1.3497063,1.0,0.9333204,0.0626609,0.0039293794,0.059634764,0.0039293794,0.068577595,0.0035403704,0.06561482,0.0035403704,nan,nan,nan,nan,1.0,0.84062976,0.06760343,0.00393439,0.059690308,0.00393439,0.07333801,0.0035451169,0.06562604,0.0035451169,nan,nan
1659,422292_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17,422292_A,422292_blue_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17.fits,422292,94.0,0.8333333,198.55585,2.4067056,190.41582,1.8694261,196.66905,2.8051407,190.6847,2.6962445,190.41582,2.021215,190.18864,1.7422767,0.0,1.0,0.22162557,0.011747152,nan,nan,0.26931825,0.011073442,nan,nan,nan,nan,190.6847,2.1694295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1660,422320_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17,422320_A,422320_blue_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17.fits,422320,351.5,6.583332,nan,nan,56.620094,3.4570842,75.57767,6.27528,70.94641,4.7405252,59.96339,3.6340911,57.80979,3.686797,1.0,0.42798463,0.69037205,0.043410398,0.45992965,0.043410398,0.9333968,0.06614594,0.542226,0.06614594,nan,nan,nan,nan,1.0,0.4738449,0.6887488,0.042506404,0.48517585,0.042506404,1.104439,0.07023307,0.6847766,0.07023307,nan,nan
1661,422355_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17,422355_A,422355_blue_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17.fits,422355,7.5,28.083334,52.666725,3.9520366,40.641155,3.2999809,41.962204,6.4368,44.479454,4.372284,38.790714,3.8155806,38.686474,3.4022985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48.988224,3.2766562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1662,422359_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17,422359_A,422359_blue_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17.fits,422359,94.0,1.3333334,91.71162,1.668995,86.673004,1.9086537,84.51816,2.8019118,85.12291,2.144528,86.673004,1.6148038,89.2995,1.9126979,0.0,1.0,0.46271282,0.014578031,nan,nan,0.59348756,0.020400891,nan,nan,0.029678946,0.013054447,88.28293,1.8592077,0.0,1.0,0.4347987,0.014974773,nan,nan,0.5139364,0.01909072,nan,nan,0.029678946,0.013054447
1663,422366_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17,422366_A,422366_blue_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17.fits,422366,353.0,3.3333333,nan,nan,58.830025,2.3036172,50.192444,5.1409802,54.596222,3.2426388,60.89907,2.3182123,60.07889,2.4488814,1.0,0.7300031,0.5322402,0.019902643,0.44808444,0.019902643,0.68361396,0.025835358,0.55890596,0.025835358,0.085175715,0.01600915,nan,nan,1.0,0.79266924,0.5072917,0.020047357,0.4457652,0.020047357,0.6410406,0.026920168,0.5524646,0.026920168,0.085175715,0.01600915
1664,422389_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13,422389_A,422389_blue_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13.fits,422389,98.0,3.5833333,95.64762,1.2326641,107.75733,1.3950429,118.0069,2.3440912,113.445206,1.6742742,107.75733,1.2734346,102.70003,1.3240955,0.0,1.0,0.19520652,0.010674494,nan,nan,0.19604465,0.009300301,nan,nan,0.07754552,0.022612095,96.17562,1.1964047,0.0,1.0,0.19581276,0.010730811,nan,nan,0.19716175,0.009312733,nan,nan,0.07754552,0.022612095
1665,422406_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17,422406_A,422406_blue_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17.fits,422406,285.0,29.916666,83.2005,1.5729343,81.034225,1.4665315,80.39279,2.2341433,82.61265,1.6422005,81.034225,1.3631765,81.81378,1.5639956,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83.28846,1.8324875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1666,422411_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13,422411_A,422411_blue_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13.fits,422411,344.5,29.916666,nan,nan,nan,nan,nan,nan,49.256916,9.761713,56.420223,7.9732704,62.83407,9.512387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1667,422436_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13,422436_A,422436_blue_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13.fits,422436,138.5,0.33333334,nan,nan,164.08249,0.92763317,165.25,1.7414135,165.56288,1.2886695,161.08253,1.0968338,160.99355,0.93928057,1.0,0.9159629,0.53843397,0.0024362116,0.51438856,0.0024362116,0.6679605,0.0034917477,0.6314699,0.0034917477,0.0127136,0.0023404981,170.27429,0.8601161,0.0,1.0,0.48550424,0.0024489842,nan,nan,0.5795752,0.0032709748,nan,nan,0.0127136,0.0023404981
1668,422443_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25,422443_A,422443_blue_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25.fits,422443,139.0,2.5833333,103.39444,1.1162233,105.058495,1.1161121,103.33164,1.6837451,102.20792,1.3993753,102.80942,1.086572,104.438034,1.1137226,0.0,1.0,0.09445571,0.009065067,nan,nan,0.099306524,0.008776132,nan,nan,0.077507466,0.039042436,102.80942,0.9983096,0.0,1.0,0.091775745,0.009293575,nan,nan,0.09788595,0.00861963,nan,nan,0.077507466,0.039042436
1669,422446_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13,422446_A,422446_blue_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13.fits,422446,184.0,1.4166666,111.222015,1.9634666,95.4183,1.8757725,102.820045,3.4481535,96.51198,2.1771693,95.4183,1.7747276,96.222275,1.9282984,0.0,1.0,0.62227637,0.011699651,nan,nan,0.88574344,0.02412104,nan,nan,0.020578932,0.0063915825,99.565575,1.9150063,0.0,1.0,0.5437938,0.012756399,nan,nan,0.74289596,0.020451797,nan,nan,0.020578932,0.0063915825
1670,422464_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25,422464_A,422464_blue_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25.fits,422464,nan,nan,88.700966,11.530476,77.24379,10.102875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1671,422486_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25,422486_A,422486_blue_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25.fits,422486,292.0,29.916666,39.8458,7.8336983,43.937176,7.3143387,nan,nan,nan,nan,42.917015,8.961883,46.93959,7.883349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40.948303,9.647163,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1672,422501_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05,422501_A,422501_blue_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05.fits,422501,349.0,13.416664,37.602863,6.9649324,38.38744,6.604334,nan,nan,51.565804,6.9159427,38.38744,6.0931263,36.207554,5.5186796,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.513275,5.3974648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1673,422610_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05,422610_A,422610_blue_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05.fits,422610,5.5,3.6666641,54.46671,2.1782892,55.674427,2.5118446,49.82003,3.994815,47.39012,2.8434355,49.016106,2.4702208,52.981483,2.4677873,0.0,1.0,0.3982686,0.032508094,nan,nan,0.4918629,0.040620748,nan,nan,0.03679471,0.01946579,48.87047,2.630198,0.0,1.0,0.37793058,0.030993596,nan,nan,0.47529954,0.037805997,nan,nan,0.03679471,0.01946579
1674,422619_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25,422619_A,422619_blue_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25.fits,422619,333.0,9.0,49.22146,4.6636457,51.979477,4.7531633,65.94706,9.363705,52.0787,6.9623766,46.225002,5.263703,53.24417,5.5427356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.012344,4.1987295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1675,422639_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17,422639_A,422639_blue_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17.fits,422639,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1676,422649_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05,422649_A,422649_blue_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05.fits,422649,137.5,1.0833334,nan,nan,149.6299,0.91501844,153.33958,1.5718285,152.18298,1.0934178,151.69926,0.96806103,150.51833,0.8186207,1.0,0.7683322,0.3518482,0.0049996576,0.29689994,0.0049996576,0.36706838,0.004876455,0.31009755,0.004876455,0.044626243,0.0061448035,145.84589,1.1579033,1.0,0.98518354,0.29829663,0.0049415706,0.2953874,0.0049415706,0.31041756,0.0048117787,0.30746612,0.0048117787,0.044626243,0.0061448035
1677,422683_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17,422683_A,422683_blue_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17.fits,422683,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1678,422721_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422721_A,422721_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1679,422761_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422761_A,422761_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422761,74.0,2.9166667,79.734184,2.9256825,76.25187,3.8526778,77.1748,5.0225163,76.25187,3.8744586,77.98803,3.2327414,79.20016,3.274759,0.0,1.0,0.4106707,0.024693582,nan,nan,0.4797766,0.029335497,nan,nan,0.09877513,0.027392358,79.35564,2.806036,0.0,1.0,0.41050392,0.024906753,nan,nan,0.48076093,0.02919941,nan,nan,0.09877513,0.027392358
1680,422888_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422888_A,422888_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422888,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1681,422907_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422907_A,422907_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1682,422921_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422921_A,422921_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1683,422933_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06,422933_A,422933_blue_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06.fits,422933,22.0,1.4166666,114.90991,3.7869635,103.47048,3.5125546,74.48503,6.598621,94.47148,5.633542,104.633156,4.2511253,101.76081,3.2025313,0.0,1.0,0.3849586,0.021335732,nan,nan,0.49511155,0.026863372,nan,nan,0.16355152,0.028825874,107.6465,3.3143575,0.0,1.0,0.38175383,0.020890169,nan,nan,0.49132878,0.026008029,nan,nan,0.16355152,0.028825874
1684,423267_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22,423267_A,423267_blue_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22.fits,423267,111.0,0.6666667,103.23335,0.5701406,103.96069,0.7047563,93.69586,0.97714174,93.63988,0.7279379,94.99322,0.57104623,96.11566,0.6387262,0.0,1.0,0.32301378,0.003646098,nan,nan,0.37750915,0.0037615397,nan,nan,0.027267547,0.0040601464,99.19057,0.53772867,0.0,1.0,0.31343156,0.003537254,nan,nan,0.35875934,0.0037976855,nan,nan,0.027267547,0.0040601464
1685,423270_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22,423270_A,423270_blue_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22.fits,423270,190.0,0.9166667,161.36156,2.217543,129.95404,2.446798,131.67752,3.2341595,131.13641,3.07599,130.3284,2.122966,130.57024,1.835422,0.0,1.0,0.6777717,0.0072178026,nan,nan,0.99303174,0.01738705,nan,nan,0.0324518,0.0041100117,143.81244,1.9582415,0.0,1.0,0.6705826,0.0072992947,nan,nan,0.9477404,0.016670022,nan,nan,0.0324518,0.0041100117
1686,423416_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22,423416_A,423416_blue_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22.fits,423416,145.5,29.916666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1687,423784_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19,423784_A,423784_blue_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19.fits,423784,42.5,0.41666666,nan,nan,198.55199,0.90935177,212.97247,1.707877,209.86125,1.3933471,207.98564,1.0373756,204.49503,0.8599265,1.0,0.6088179,0.47527316,0.0034290252,0.35349667,0.0034290252,0.54860926,0.0036601718,0.3993329,0.0036601718,0.035092354,0.0026239424,nan,nan,1.0,0.9225986,0.41111436,0.0030535944,0.39158806,0.0030535944,0.44399676,0.0033287304,0.42168483,0.0033287304,0.035092354,0.0026239424
1688,457505_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,457505_A,457505_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,457505,309.0,29.916666,39.03888,10.00341,64.48025,8.007928,nan,nan,nan,nan,59.10701,7.8806887,64.48025,7.2481894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.35443,8.349989,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1689,457615_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,457615_A,457615_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,457615,315.5,1.3333334,140.09013,1.5878917,133.43495,1.5433929,134.92216,2.2920172,132.70084,2.054294,133.43495,1.700981,134.14557,1.5760859,0.0,1.0,0.30681443,0.010508999,nan,nan,0.3443091,0.0121329455,nan,nan,0.032342352,0.015325266,134.91373,2.006793,0.0,1.0,0.24918063,0.009986707,nan,nan,0.26085642,0.010141759,nan,nan,0.032342352,0.015325266
1690,460374_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,460374_A,460374_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,460374,207.0,0.5,nan,nan,138.77312,1.2493014,146.31262,2.5562537,141.55893,1.7186321,137.38747,1.297417,136.48627,1.3812175,1.0,0.65786576,0.6688182,0.003828655,0.55401087,0.003828655,0.89278984,0.005979444,0.6829,0.005979444,nan,nan,nan,nan,1.0,0.63437474,0.66794246,0.0039831717,0.5430635,0.0039831717,0.90412897,0.006118971,0.67566556,0.006118971,nan,nan
1691,460378_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,460378_A,460378_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,460378,123.0,1.0,111.2192,1.3420724,101.0191,1.486011,99.41847,2.320411,99.51516,2.0462878,100.50036,1.4278752,100.96542,1.4437488,0.0,1.0,0.54054826,0.0075928345,nan,nan,0.691487,0.011616043,nan,nan,0.022650339,0.0044294884,103.34708,1.3162408,0.0,1.0,0.5061675,0.007939832,nan,nan,0.6232087,0.011279091,nan,nan,0.022650339,0.0044294884
1692,460380_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,460380_A,460380_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,460380,166.5,2.25,115.367966,2.3140624,102.79778,2.5009365,108.929306,4.636864,103.50207,3.1088872,103.321335,2.6920452,103.09671,2.305348,0.0,1.0,0.49149385,0.016552838,nan,nan,0.6178071,0.024488939,nan,nan,0.02848761,0.011959395,108.579865,2.3407712,0.0,1.0,0.44979408,0.017018637,nan,nan,0.5319057,0.022816805,nan,nan,0.02848761,0.011959395
1693,460424_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,460424_A,460424_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,460424,74.0,29.916666,55.41231,7.0965037,51.83907,7.699673,nan,nan,52.126575,9.400403,58.285,7.4010735,54.80478,6.778951,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.107796,8.00458,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1694,460756_blue_red_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10,460756_A,460756_blue_7_Y14SAR3_P008_15T083_2016_05_02-2016_05_10.fits,460756,56.0,1.8333334,91.04112,1.3914512,83.362274,1.5149907,83.77035,3.1146007,86.86415,2.102655,84.1374,1.6326776,83.362274,1.2979436,0.0,1.0,0.47724912,0.011867133,nan,nan,0.59299994,0.017455518,nan,nan,0.039937496,0.009610219,86.470314,1.6443373,0.0,1.0,0.44058135,0.012418393,nan,nan,0.535728,0.017216157,nan,nan,0.039937496,0.009610219
1695,460767_blue_red_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19,460767_A,460767_blue_7_Y17SAR3_P008_15T131_2018_04_09-2018_04_19.fits,460767,212.5,2.0833333,118.85497,1.8638818,120.72874,1.6380758,112.78408,2.209712,115.02319,1.930213,120.72874,1.5392507,122.34928,1.4517567,0.0,1.0,0.21058239,0.016853748,nan,nan,0.25487235,0.017630972,nan,nan,nan,nan,115.36816,1.6447728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1696,463119_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02,463119_A,463119_blue_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02.fits,463119,16.5,2.25,96.474915,2.127709,90.711105,2.0901244,85.19238,3.6617532,88.16192,2.4912548,91.21049,1.9971566,90.01291,1.9019383,0.0,1.0,0.44113797,0.01596645,nan,nan,0.5336358,0.021051584,nan,nan,0.06401828,0.014798137,95.27846,2.0042586,0.0,1.0,0.42914248,0.016190553,nan,nan,0.5169661,0.020737663,nan,nan,0.06401828,0.014798137
1697,463148_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,463148_A,463148_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,463148,172.0,3.916666,74.533936,2.7676225,73.71489,2.6458378,74.85376,4.7480717,75.46428,3.9123137,74.18952,2.7753606,75.83645,2.573715,0.0,1.0,0.29850718,0.028647037,nan,nan,0.33269635,0.032053247,nan,nan,0.05693839,0.028626073,75.83645,2.4599648,0.0,1.0,0.25751978,0.029080627,nan,nan,0.2863767,0.03099235,nan,nan,0.05693839,0.028626073
1698,463264_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,463264_A,463264_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,463264,93.0,4.0833335,102.382965,3.6795623,89.86704,3.1559968,85.49835,7.113487,88.49572,3.7557058,88.20956,3.5920131,88.50196,3.271372,0.0,1.0,0.41024324,0.026137961,nan,nan,0.52319604,0.035493042,nan,nan,0.058491964,0.020149944,92.3783,3.5124495,0.0,1.0,0.3601874,0.02739659,nan,nan,0.44071254,0.032479838,nan,nan,0.058491964,0.020149944
1699,463288_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01,463288_A,463288_blue_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01.fits,463288,69.0,3.5833333,68.00117,2.1817312,65.29684,1.794489,61.348866,4.8119283,59.579872,3.083958,61.74396,2.6242619,63.837498,1.9169025,1.0,1.0334067,0.23764735,0.013821754,0.24300481,0.013821754,0.27954096,0.0140439635,0.28548223,0.0140439635,0.115945,0.022105156,67.41915,1.9601701,1.0,1.0181446,0.24721967,0.01382735,0.2502407,0.01382735,0.29534242,0.014659366,0.29876098,0.014659366,0.115945,0.022105156
1700,463317_blue_red_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17,463317_A,463317_blue_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17.fits,463317,326.5,29.75,86.8432,12.049085,79.71605,11.585041,nan,nan,nan,nan,nan,nan,98.74457,11.384341,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101.07569,11.954385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1701,463367_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,463367_A,463367_blue_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,463367,347.0,1.8333334,109.904106,4.1781254,86.39286,3.460567,91.029655,4.592859,86.90328,3.7371612,90.40925,2.9053688,95.83602,3.4560626,0.0,1.0,0.6059321,0.014785976,nan,nan,0.8095848,0.02836619,nan,nan,0.03508096,0.00756841,103.60055,3.6381776,0.0,1.0,0.59870535,0.015054088,nan,nan,0.7938294,0.028707787,nan,nan,0.03508096,0.00756841
1702,463367_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10,463367_B,463367_blue_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10.fits,463367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
